x,y
-0.666197,-1.99544
-0.576893,-1.88727
-0.489178,-1.98356
-0.328408,-1.88276
-0.186722,-1.94653
-0.0573895,-1.91999
0.129317,-1.94808
0.244387,-1.91394
0.318448,-1.94563
0.403579,-1.93293
0.482815,-1.95794
0.754297,-1.94287
0.851472,-1.99637
0.883113,-1.9241
1.16899,-1.92388
1.28987,-1.9578
1.37554,-1.90241
1.47579,-1.9682
2.03934,-1.94459
2.09465,-2.00087
2.21663,-1.92427
2.71049,-1.93397
2.80596,-1.94372
2.88739,-1.8886
2.94154,-1.98632
3.01903,-1.91069
3.13075,-1.91771
3.20885,-1.91702
3.32459,-1.98847
3.38248,-1.93236
3.49257,-1.92813
4.54188,-1.91461
-4.04224,-1.84527
-3.90163,-1.79688
-2.96626,-1.80169
-2.8907,-1.79921
-2.24679,-1.83723
-2.16927,-1.77173
-2.08262,-1.82914
-2.00458,-1.78564
-1.91214,-1.84164
-1.4861,-1.78766
-1.42021,-1.83426
-1.36681,-1.75318
-1.32456,-1.83313
-1.14401,-1.86091
-1.07821,-1.78151
-1.00302,-1.85704
-0.873551,-1.81109
-0.717763,-1.8164
-0.659411,-1.851
-0.525472,-1.79068
-0.448464,-1.82294
-0.326128,-1.74907
-0.197113,-1.81095
0.0195484,-1.82946
0.153244,-1.82162
0.2292,-1.74742
0.320823,-1.766
0.449905,-1.83022
0.483022,-1.79823
0.716719,-1.82674
0.77646,-1.79255
0.865961,-1.84353
1.12835,-1.85148
1.18756,-1.81291
1.30772,-1.83839
1.43945,-1.83052
1.94589,-1.84096
2.02095,-1.75629
2.03387,-1.84343
2.14068,-1.84378
2.53147,-1.82782
2.60609,-1.80684
2.68862,-1.85618
2.75537,-1.82117
2.86808,-1.79463
2.9552,-1.85928
3.0524,-1.79902
3.1468,-1.82018
3.23225,-1.76932
3.30794,-1.77739
3.3663,-1.82231
4.2503,-1.78813
4.36564,-1.85132
-3.85335,-1.69435
-3.77904,-1.75484
-3.73542,-1.65392
-3.62486,-1.68309
-3.55683,-1.66596
-2.83305,-1.6785
-2.77455,-1.74197
-2.69786,-1.70781
-2.65564,-1.6323
-2.5639,-1.6744
-2.2087,-1.69147
-2.10182,-1.63938
-2.02346,-1.69897
-1.87508,-1.76087
-1.82573,-1.64806
-1.72943,-1.69398
-1.43806,-1.71
-1.39236,-1.63658
-1.2705,-1.64507
-1.23732,-1.7421
-1.15191,-1.6442
-1.01766,-1.71554
-0.897913,-1.67227
-0.859514,-1.74822
-0.771981,-1.69155
-0.668338,-1.64138
-0.627882,-1.75627
-0.572565,-1.65127
-0.491315,-1.69411
-0.348642,-1.6662
-0.167978,-1.63023
0.0451085,-1.67504
0.162543,-1.64441
0.247918,-1.63535
0.335727,-1.65843
0.408584,-1.76099
0.470016,-1.70194
0.660123,-1.66942
0.728653,-1.71154
0.817344,-1.68058
1.02793,-1.68387
1.12868,-1.75893
1.21688,-1.6889
1.32317,-1.72972
1.40228,-1.66797
1.78748,-1.6886
1.85429,-1.65537
1.91511,-1.74933
2.00968,-1.66499
2.27193,-1.67514
2.34652,-1.71751
2.41584,-1.68531
2.48116,-1.7628
2.54329,-1.66069
2.6863,-1.71839
2.72113,-1.63398
2.83779,-1.68452
2.92901,-1.62886
3.01243,-1.65477
3.06532,-1.69267
3.18234,-1.68656
4.01421,-1.66408
4.10795,-1.7193
-3.58636,-1.55704
-3.48443,-1.61377
-3.41428,-1.54999
-3.32727,-1.48867
-3.27791,-1.56843
-3.16814,-1.52899
-2.75175,-1.60505
-2.68591,-1.51699
-2.61182,-1.50974
-2.53082,-1.60567
-2.44135,-1.59268
-2.34576,-1.584
-2.19299,-1.59314
-2.13702,-1.54298
-1.98916,-1.50887
-1.95442,-1.61744
-1.86952,-1.53533
-1.7293,-1.55396
-1.69259,-1.6316
-1.57029,-1.53916
-1.3505,-1.57786
-1.31215,-1.52046
-1.26336,-1.54715
-1.13522,-1.54197
-0.9956,-1.61169
-0.90965,-1.5026
-0.879296,-1.62246
-0.794269,-1.54949
-0.723502,-1.58792
-0.644684,-1.55593
-0.57506,-1.53892
-0.471965,-1.58637
-0.393695,-1.55527
-0.280311,-1.54116
-0.0839552,-1.56862
0.0627983,-1.52664
0.151342,-1.54957
0.255464,-1.53164
0.372978,-1.54069
0.459334,-1.6083
0.61092,-1.52027
0.667502,-1.56149
0.780384,-1.58622
0.92994,-1.54134
0.998802,-1.61376
1.07936,-1.49313
1.16461,-1.56429
1.31782,-1.58789
1.34486,-1.49982
1.66997,-1.57181
1.74384,-1.60997
1.79897,-1.54133
1.89402,-1.53417
1.94114,-1.59206
2.05341,-1.53731
2.13012,-1.58749
2.20084,-1.57601
2.26306,-1.54429
2.35354,-1.6367
2.40605,-1.51966
2.55741,-1.53015
2.63108,-1.59032
2.71551,-1.52586
2.80293,-1.54842
2.89256,-1.51463
2.9944,-1.52475
3.53969,-1.53771
3.6475,-1.55717
3.74953,-1.50571
3.77233,-1.62626
3.85497,-1.54209
-3.33473,-1.42455
-3.1863,-1.44328
-3.11125,-1.36621
-3.0707,-1.43028
-3.01396,-1.36109
-2.93494,-1.44242
-2.90241,-1.39501
-2.71338,-1.35994
-2.59329,-1.42531
-2.51502,-1.41466
-2.43344,-1.44508
-2.3706,-1.30862
-2.34305,-1.46452
-2.23992,-1.37661
-2.15935,-1.43374
-2.08691,-1.47691
-2.00858,-1.37629
-1.89706,-1.44231
-1.76175,-1.44399
-1.67399,-1.419
-1.56166,-1.38276
-1.48153,-1.45482
-1.40765,-1.4207
-1.25253,-1.43773
-1.22467,-1.37048
-1.1085,-1.34989
-1.04927,-1.46292
-0.915664,-1.40384
-0.849246,-1.41959
-0.750098,-1.4444
-0.659494,-1.43063
-0.558535,-1.43667
-0.489689,-1.49307
-0.384388,-1.45529
-0.244981,-1.46497
0.037488,-1.39128
0.136565,-1.4515
0.246852,-1.37688
0.349749,-1.43937
0.422166,-1.34407
0.45402,-1.43934
0.569526,-1.41349
0.637092,-1.40522
0.728839,-1.44477
0.841568,-1.41748
0.907555,-1.36794
0.971391,-1.45989
1.05866,-1.3936
1.18235,-1.37006
1.25305,-1.43912
1.53046,-1.40432
1.66273,-1.43816
1.74888,-1.37387
1.83701,-1.39718
1.94518,-1.41799
2.03589,-1.4465
2.15163,-1.46803
2.17461,-1.36204
2.31958,-1.46404
2.40092,-1.39779
2.51245,-1.39327
2.5947,-1.43874
2.68213,-1.33842
2.74187,-1.41948
2.83182,-1.40232
3.14223,-1.38407
3.22224,-1.41205
3.34445,-1.38748
3.45446,-1.3603
3.45585,-1.44567
3.55615,-1.38884
3.66691,-1.44756
-2.94227,-1.23002
-2.86091,-1.32755
-2.84222,-1.19693
-2.70043,-1.21588
-2.66575,-1.32509
-2.60691,-1.26187
-2.50302,-1.19089
-2.45484,-1.26419
-2.4221,-1.23664
-2.31516,-1.27452
-2.25979,-1.27699
-2.1519,-1.29423
-2.06024,-1.29737
-1.90757,-1.29169
-1.78745,-1.34712
-1.66136,-1.34512
-1.56696,-1.26324
-1.49142,-1.32141
-1.37602,-1.30937
-1.28604,-1.28826
-1.21981,-1.2503
-1.11804,-1.2465
-1.06984,-1.25634
-0.987093,-1.31007
-0.940209,-1.22074
-0.848515,-1.30571
-0.728728,-1.36742
-0.627279,-1.39794
-0.522422,-1.37613
-0.363838,-1.39706
-0.165885,-1.35782
0.00373112,-1.36738
0.1723,-1.32455
0.24871,-1.29459
0.324399,-1.31582
0.419625,-1.24243
0.515798,-1.25707
0.609192,-1.27388
0.667439,-1.19461
0.730785,-1.26428
0.804571,-1.28454
0.861826,-1.23905
0.954267,-1.29877
1.07917,-1.29731
1.17405,-1.236
1.21751,-1.28931
1.35604,-1.24921
1.45386,-1.33544
1.51474,-1.31567
1.59314,-1.28989
1.68694,-1.32473
1.76338,-1.28054
1.82689,-1.30448
1.91581,-1.35197
1.99374,-1.30869
2.05692,-1.37375
2.21499,-1.27429
2.34617,-1.29929
2.42597,-1.25953
2.50281,-1.24623
2.54224,-1.31647
2.62375,-1.2567
2.74527,-1.2327
2.82531,-1.26761
2.88735,-1.22491
2.94238,-1.29351
3.04379,-1.26485
3.12629,-1.21121
3.20412,-1.24667
3.26426,-1.30852
3.36299,-1.27171
-2.76654,-1.12985
-2.68445,-1.09606
-2.65215,-1.18023
-2.57803,-1.1275
-2.48217,-1.09448
-2.41238,-1.15727
-2.32005,-1.14618
-2.26217,-1.1982
-2.16382,-1.10036
-2.10738,-1.19666
-1.91113,-1.15568
-1.80033,-1.19377
-1.67702,-1.2187
-1.52599,-1.23022
-1.41126,-1.23851
-1.32381,-1.23139
-1.25076,-1.18908
-1.18598,-1.18392
-1.10621,-1.16148
-1.04015,-1.14565
-1.03528,-1.21265
-0.922661,-1.19181
-0.83366,-1.22892
-0.716762,-1.30394
-0.636139,-1.27577
-0.409482,-1.29961
-0.281454,-1.39342
-0.0857839,-1.24037
0.107634,-1.25207
0.211823,-1.21662
0.308854,-1.19418
0.363779,-1.16697
0.418298,-1.16606
0.51415,-1.14398
0.580189,-1.19572
0.623714,-1.15815
0.723945,-1.15966
0.760638,-1.20834
0.84135,-1.15754
0.948467,-1.18193
1.04991,-1.16346
1.13611,-1.13269
1.27947,-1.17726
1.3364,-1.1669
1.41106,-1.17785
1.50013,-1.23925
1.61455,-1.20152
1.70244,-1.23243
1.81509,-1.18943
1.89097,-1.26755
1.99175,-1.19332
2.14232,-1.1975
2.28507,-1.20396
2.3563,-1.17923
2.43621,-1.13378
2.50465,-1.13313
2.59498,-1.12149
2.65929,-1.13737
2.75047,-1.13079
2.80595,-1.16187
2.89217,-1.11248
2.96483,-1.10685
3.09154,-1.14287
-2.52126,-1.00106
-2.44623,-1.03877
-2.35513,-1.02724
-2.30775,-0.982875
-2.20884,-1.01186
-2.14358,-0.962781
-2.0308,-1.04824
-1.93701,-1.03258
-1.85151,-1.06585
-1.66322,-1.09145
-1.59212,-1.11339
-1.44546,-1.13195
-1.36498,-1.15312
-1.26486,-1.10651
-1.16378,-1.10031
-1.10779,-1.12033
-1.0228,-1.09222
-0.963235,-1.1028
-0.846023,-1.12782
-0.760709,-1.11651
-0.679576,-1.1812
-0.508418,-1.20891
-0.255457,-1.15163
0.0351559,-1.1532
0.102997,-1.13333
0.214878,-1.16553
0.307402,-1.11157
0.39484,-1.09516
0.460743,-1.10408
0.541267,-1.11136
0.620881,-1.08067
0.696657,-1.04627
0.782761,-1.11306
0.902749,-1.09029
1.00625,-1.0479
1.09803,-1.05529
1.15409,-1.02868
1.19417,-1.0752
1.26278,-1.12336
1.42835,-1.07459
1.47946,-1.16589
1.54115,-1.12941
1.69395,-1.13982
1.82443,-1.13167
1.95033,-1.12588
2.05973,-1.1083
2.20132,-1.08778
2.30847,-1.06838
2.42911,-1.04758
2.50081,-1.05459
2.56531,-1.0488
2.63585,-0.987324
2.75267,-1.03341
2.82252,-0.963778
2.87942,-1.04727
-2.38989,-0.93245
-2.32551,-0.905736
-2.24714,-0.93144
-2.20486,-0.865776
-2.06293,-0.983901
-2.01678,-0.880614
-1.9638,-0.914453
-1.85113,-0.933231
-1.74056,-0.970263
-1.62716,-0.958879
-1.50574,-0.99509
-1.37218,-1.01391
-1.26257,-1.01242
-1.17548,-1.02677
-1.09388,-1.03624
-1.02377,-1.00123
-0.91737,-1.0008
-0.80447,-1.02812
-0.647364,-1.08154
-0.466904,-1.03171
-0.370319,-1.20849
-0.123922,-1.12342
0.0853325,-1.02843
0.189108,-1.05925
0.258977,-1.02163
0.340501,-1.04156
0.444175,-1.01383
0.495454,-1.07171
0.633991,-1.01643
0.77589,-1.0008
0.878224,-1.02174
0.989818,-0.98569
1.03306,-1.01246
1.08115,-0.964512
1.15391,-0.977635
1.20219,-0.99368
1.27316,-1.04849
1.36571,-1.05558
1.4547,-1.00998
1.61595,-1.05026
1.74591,-1.04712
1.89383,-1.01217
2.00567,-0.973629
2.10957,-0.984605
2.27671,-0.968378
2.36694,-0.965402
2.43299,-0.937819
2.56033,-0.932998
2.61663,-0.857861
2.6127,-0.938211
2.7238,-0.906191
-2.16688,-0.816552
-2.1209,-0.86837
-2.03756,-0.800788
-1.9705,-0.805528
-1.87496,-0.847522
-1.77442,-0.866531
-1.67255,-0.862988
-1.57026,-0.806499
-1.4707,-0.890647
-1.32289,-0.925822
-1.22433,-0.876977
-1.1582,-0.921698
-1.0553,-0.929242
-0.963278,-0.930034
-0.826184,-0.942209
-0.741004,-0.931417
-0.624851,-0.943644
-0.355624,-0.957558
-0.193843,-0.993801
-0.0134695,-0.980727
0.210596,-0.926241
0.283797,-0.965858
0.391958,-0.928622
0.490666,-0.943283
0.545776,-0.962975
0.69096,-0.940569
0.818159,-0.879304
0.905384,-0.919771
1.00252,-0.887255
1.05163,-0.907989
1.11334,-0.939206
1.18096,-0.898984
1.28221,-0.941956
1.40643,-0.918853
1.53279,-0.88535
1.6804,-0.96198
1.77415,-0.88947
1.92411,-0.888874
2.05532,-0.8392
2.2017,-0.873989
2.32575,-0.86184
2.41414,-0.848024
2.46807,-0.820131
2.5454,-0.823026
-4.79696,-0.784286
-4.66687,-0.756645
-2.09117,-0.777297
-2.01341,-0.743762
-1.95255,-0.710266
-1.90192,-0.726576
-1.79613,-0.744768
-1.76502,-0.719382
-1.67892,-0.739543
-1.59079,-0.726615
-1.47929,-0.714056
-1.35933,-0.783475
-1.25321,-0.767629
-1.17273,-0.782376
-1.07293,-0.79624
-0.957699,-0.81378
-0.844298,-0.805546
-0.747206,-0.78035
-0.529552,-0.898481
-0.27425,-0.813443
-0.0940108,-0.846047
0.0913094,-0.909981
0.175324,-0.823314
0.296038,-0.846349
0.453213,-0.882114
0.551922,-0.872037
0.666737,-0.861528
0.764648,-0.850416
0.899412,-0.820506
0.991991,-0.795426
1.07194,-0.833589
1.13623,-0.816358
1.2168,-0.80583
1.36647,-0.813435
1.46938,-0.795714
1.6151,-0.802408
1.74132,-0.79784
1.85557,-0.712132
2.00404,-0.760363
2.13798,-0.740552
2.25163,-0.766586
2.33676,-0.761873
2.38751,-0.722975
2.46157,-0.756967
-4.56309,-0.725127
-4.46876,-0.671721
-4.40369,-0.725403
-4.2962,-0.693691
-4.12986,-0.695167
-1.88602,-0.670921
-1.83646,-0.657905
-1.77229,-0.660546
-1.67646,-0.646495
-1.59901,-0.655068
-1.52626,-0.613552
-1.38688,-0.667093
-1.34178,-0.636783
-1.18398,-0.665017
-1.06762,-0.651792
-0.972122,-0.684454
-0.86759,-0.662941
-0.753457,-0.661226
-0.558863,-0.721984
-0.398508,-0.69447
-0.20131,-0.653587
0.12953,-0.762241
0.219078,-0.717599
0.334631,-0.740398
0.440348,-0.728191
0.527712,-0.774047
0.758741,-0.675372
0.798873,-0.736504
0.913217,-0.743047
1.02956,-0.71125
1.08286,-0.759216
1.17867,-0.717539
1.31055,-0.684685
1.43919,-0.666956
1.55351,-0.665671
1.70174,-0.584218
1.88463,-0.651896
1.96224,-0.614781
2.05884,-0.62832
2.16129,-0.648194
2.27394,-0.667837
2.39689,-0.678672
2.45445,-0.703438
-4.28618,-0.608858
-4.22154,-0.594173
-4.13707,-0.597631
-4.07384,-0.632273
-4.00038,-0.667655
-3.93757,-0.622453
-3.85634,-0.654156
-3.78181,-0.646787
-3.72025,-0.630112
-3.61947,-0.624591
-1.76936,-0.611876
-1.7081,-0.602851
-1.6145,-0.573842
-1.56942,-0.526834
-1.51695,-0.578329
-1.4051,-0.582166
-1.31336,-0.540056
-1.20708,-0.502603
-1.14863,-0.581028
-1.01804,-0.56557
-0.934593,-0.53656
-0.855421,-0.524577
-0.702039,-0.54466
-0.51851,-0.510227
-0.333682,-0.543918
0.0257958,-0.715808
0.110234,-0.632822
0.225516,-0.599153
0.38151,-0.5687
0.596643,-0.589423
0.615358,-0.69866
0.858314,-0.660426
0.948867,-0.613183
1.07525,-0.608403
1.13805,-0.637806
1.26454,-0.573531
1.37437,-0.557632
1.52849,-0.541082
1.63419,-0.472305
1.76753,-0.533498
1.85935,-0.520847
1.99859,-0.547308
2.09572,-0.554959
2.1615,-0.534495
2.21625,-0.574238
2.28969,-0.607049
2.37468,-0.609492
2.4535,-0.620599
4.20935,-0.621911
-4.06956,-0.543056
-4.00434,-0.517579
-3.94372,-0.506087
-3.85324,-0.552733
-3.82545,-0.487197
-3.75388,-0.539471
-3.68064,-0.520156
-3.60663,-0.5353
-3.52161,-0.572747
-3.43879,-0.567782
-3.36301,-0.582532
-3.30141,-0.544083
-3.22848,-0.570731
-3.13185,-0.557289
-3.03041,-0.543387
-1.65907,-0.553135
-1.58897,-0.51604
-1.52657,-0.489367
-1.44739,-0.52463
-1.40441,-0.477501
-1.34195,-0.47173
-1.25947,-0.449681
-1.18771,-0.407981
-1.05157,-0.484384
-1.02389,-0.446446
-0.861486,-0.449423
-0.764021,-0.446297
-0.653017,-0.401077
-0.48762,-0.42121
-0.170528,-0.407907
-0.0535745,-0.57289
0.118381,-0.409677
0.336932,-0.562928
0.520679,-0.638769
0.643272,-0.470566
0.742669,-0.528857
0.899061,-0.516252
1.03283,-0.518247
1.19625,-0.527792
1.27026,-0.427169
1.40682,-0.443531
1.56698,-0.444371
1.68432,-0.415895
1.78101,-0.482004
1.89081,-0.444611
1.91407,-0.482452
2.01282,-0.501162
2.0913,-0.474342
2.16056,-0.462288
2.25227,-0.504206
2.30979,-0.53425
2.37606,-0.55845
3.67796,-0.544211
3.76278,-0.497596
3.8166,-0.568682
3.85471,-0.5127
3.97794,-0.589635
4.03498,-0.553945
-3.7904,-0.450184
-3.70653,-0.421608
-3.61543,-0.447466
-3.53637,-0.429451
-3.45032,-0.380575
-3.41454,-0.4796
-3.32577,-0.401532
-3.27039,-0.468414
-3.19017,-0.431688
-3.09802,-0.478251
-3.0153,-0.452454
-2.95037,-0.521793
-2.90222,-0.430456
-2.79895,-0.45875
-2.74924,-0.497681
-2.69875,-0.462989
-2.60431,-0.480068
-2.4898,-0.435157
-2.39547,-0.451083
-1.43566,-0.437145
-1.35154,-0.389633
-1.28572,-0.387163
-1.2591,-0.359329
-1.16556,-0.376274
-1.06265,-0.39448
-0.980652,-0.340409
-0.86821,-0.386894
-0.859293,-0.325002
-0.728607,-0.301268
-0.5949,-0.361049
-0.471773,-0.228802
-0.310013,-0.301125
-0.039902,-0.361213
0.257285,-0.44995
0.377373,-0.413509
0.493925,-0.407353
0.699219,-0.355511
0.866228,-0.397065
1.02768,-0.362039
1.10725,-0.427423
1.36025,-0.368349
1.41915,-0.264748
1.53892,-0.37015
1.61719,-0.294694
1.70254,-0.362578
1.77345,-0.40509
1.86847,-0.378767
1.97611,-0.37966
2.0214,-0.431163
2.08353,-0.425202
3.09203,-0.450378
3.15606,-0.415255
3.2887,-0.44511
3.32733,-0.489252
3.35756,-0.404174
3.45098,-0.426251
3.53497,-0.524799
3.57406,-0.435941
-3.42689,-0.330123
-3.33776,-0.314092
-3.22689,-0.362813
-3.21739,-0.26877
-3.13596,-0.34082
-3.04196,-0.345841
-2.94701,-0.358115
-2.84815,-0.311657
-2.77108,-0.357966
-2.68478,-0.265101
-2.65917,-0.398898
-2.58985,-0.31997
-2.50215,-0.352395
-2.39551,-0.368595
-2.29279,-0.343435
-2.23462,-0.419834
-2.19257,-0.332209
-2.07725,-0.353537
-2.0129,-0.39745
-1.98632,-0.31957
-1.8968,-0.346816
-1.8026,-0.331319
-1.65911,-0.336747
-1.59104,-0.312742
-1.26999,-0.346273
-1.18551,-0.301405
-1.09479,-0.299811
-1.04703,-0.30849
-0.981264,-0.273721
-0.919434,-0.261575
-0.788255,-0.276396
-0.707964,-0.224634
-0.602844,-0.260708
-0.34217,-0.243822
-0.154297,-0.247466
0.0247096,-0.240466
0.235643,-0.240342
0.439078,-0.309734
0.550838,-0.255722
0.781681,-0.297016
0.948183,-0.257146
1.17183,-0.292259
1.24074,-0.284322
1.331,-0.249904
1.49008,-0.345943
1.537,-0.2656
1.66487,-0.309718
1.74435,-0.293473
1.78114,-0.335359
1.86315,-0.329966
2.34032,-0.325097
2.4699,-0.358841
2.51766,-0.290369
2.601,-0.33284
2.67539,-0.386392
2.71013,-0.317291
2.81455,-0.301764
2.86492,-0.400495
2.92909,-0.268308
2.95506,-0.400997
3.05162,-0.34982
3.14512,-0.319334
3.25265,-0.359504
-3.12406,-0.228336
-3.0521,-0.229218
-2.97444,-0.227332
-2.88392,-0.229248
-2.84685,-0.145486
-2.76943,-0.216877
-2.66649,-0.176331
-2.62093,-0.121429
-2.535,-0.200973
