Step,KineticEnergy
17500,1.35608
17510,1.35309
17520,1.34748
17530,1.33947
17540,1.32971
17550,1.31872
17560,1.30694
17570,1.29492
17580,1.28335
17590,1.27287
17600,1.26348
17610,1.25543
17620,1.24925
17630,1.2457
17640,1.24569
17650,1.24991
17660,1.25803
17670,1.26918
17680,1.28233
17690,1.29633
17700,1.31027
17710,1.32341
17720,1.33528
17730,1.34535
17740,1.35282
17750,1.35691
17760,1.35763
17770,1.35549
17780,1.35051
17790,1.34276
17800,1.33258
17810,1.32076
17820,1.30794
17830,1.29448
17840,1.28124
17850,1.26921
17860,1.25941
17870,1.25244
17880,1.24839
17890,1.24734
17900,1.24903
17910,1.25294
17920,1.25841
17930,1.26518
17940,1.27248
17950,1.27969
17960,1.28653
17970,1.2924
17980,1.29702
17990,1.30046
18000,1.30311
18010,1.30568
18020,1.30875
18030,1.31293
18040,1.31816
18050,1.32422
18060,1.33083
18070,1.33759
18080,1.34372
18090,1.34861
18100,1.3521
18110,1.35394
18120,1.35336
18130,1.3505
18140,1.34507
18150,1.33694
18160,1.32677
18170,1.31553
18180,1.30385
18190,1.29222
18200,1.28128
18210,1.27139
18220,1.26301
18230,1.25669
18240,1.25302
18250,1.25196
18260,1.25336
18270,1.2571
18280,1.26195
18290,1.26624
18300,1.26918
18310,1.2708
18320,1.27141
18330,1.27122
18340,1.27002
18350,1.26723
18360,1.26283
18370,1.25722
18380,1.25065
18390,1.2435
18400,1.23612
18410,1.22812
18420,1.21974
18430,1.21155
18440,1.20355
18450,1.19566
18460,1.18798
18470,1.18069
18480,1.17398
18490,1.16793
18500,1.16278
18510,1.15865
18520,1.15542
18530,1.15322
18540,1.15211
18550,1.1519
18560,1.15239
18570,1.15306
18580,1.15337
18590,1.15216
18600,1.14868
18610,1.14307
18620,1.1357
18630,1.12725
18640,1.11865
18650,1.11059
18660,1.10364
18670,1.09839
18680,1.09556
18690,1.09568
18700,1.09892
18710,1.10512
18720,1.11367
18730,1.12328
18740,1.13296
18750,1.1419
18760,1.1497
18770,1.15592
18780,1.1596
18790,1.16092
18800,1.16032
18810,1.1584
18820,1.15544
18830,1.15164
18840,1.14698
18850,1.14131
18860,1.13416
18870,1.12502
18880,1.11433
18890,1.10276
18900,1.09113
18910,1.08026
18920,1.07109
18930,1.06464
18940,1.06129
18950,1.06163
18960,1.06644
18970,1.07528
18980,1.08735
18990,1.10203
19000,1.11838
19010,1.13524
19020,1.15162
19030,1.16648
19040,1.17865
19050,1.18705
19060,1.19108
19070,1.19067
19080,1.18628
19090,1.17852
19100,1.16845
19110,1.15689
19120,1.14443
19130,1.13181
19140,1.11983
19150,1.10931
19160,1.10071
19170,1.09412
19180,1.08967
19190,1.08717
19200,1.0858
19210,1.0849
19220,1.08419
19230,1.08351
19240,1.08218
19250,1.08025
19260,1.0783
19270,1.0764
19280,1.07409
19290,1.07147
19300,1.06854
19310,1.06529
19320,1.062
19330,1.05888
19340,1.05616
19350,1.054
19360,1.05248
19370,1.05184
19380,1.05183
19390,1.05255
19400,1.05419
19410,1.05695
19420,1.06131
19430,1.06697
19440,1.07338
19450,1.0801
19460,1.08676
19470,1.09286
19480,1.09763
19490,1.10057
19500,1.10156
19510,1.10043
19520,1.09711
19530,1.0914
19540,1.08353
19550,1.07406
19560,1.06388
19570,1.05398
19580,1.0451
19590,1.03796
19600,1.03313
19610,1.03066
19620,1.0306
19630,1.03287
19640,1.03704
19650,1.04252
19660,1.04829
19670,1.0538
19680,1.05895
19690,1.06328
19700,1.06612
19710,1.06713
19720,1.06628
19730,1.06349
19740,1.05902
19750,1.05351
19760,1.04764
19770,1.04183
19780,1.03653
19790,1.03222
19800,1.02916
19810,1.02756
19820,1.0273
19830,1.02824
19840,1.03034
19850,1.03357
19860,1.03774
19870,1.04242
19880,1.04725
19890,1.05181
19900,1.05613
19910,1.06031
19920,1.0641
19930,1.06698
19940,1.06863
19950,1.06858
19960,1.06659
19970,1.06271
19980,1.05706
19990,1.04994
20000,1.04178
20010,1.03297
20020,1.02386
20030,1.01509
20040,1.00764
20050,1.0023
20060,0.999376
20070,0.998555
20080,0.999557
20090,1.00204
20100,1.00578
20110,1.01055
20120,1.01608
20130,1.02188
20140,1.02789
20150,1.03411
20160,1.04037
20170,1.04645
20180,1.05228
20190,1.05774
20200,1.0629
20210,1.06745
20220,1.0711
20230,1.07351
20240,1.07465
20250,1.0749
20260,1.07452
20270,1.07362
20280,1.07253
20290,1.07154
20300,1.07074
20310,1.07033
20320,1.07033
20330,1.07057
20340,1.07118
20350,1.07208
20360,1.07303
20370,1.07412
20380,1.07517
20390,1.07618
20400,1.07678
20410,1.07653
20420,1.07513
20430,1.07202
20440,1.0668
20450,1.05928
20460,1.04911
20470,1.0372
20480,1.02485
20490,1.0135
20500,1.00435
20510,0.997714
20520,0.993685
20530,0.992255
20540,0.993111
20550,0.995745
20560,0.999543
20570,1.00408
20580,1.00908
20590,1.01446
20600,1.02008
20610,1.02597
20620,1.03182
20630,1.03717
20640,1.04127
20650,1.04387
20660,1.04482
20670,1.04388
20680,1.04106
20690,1.03671
20700,1.03131
20710,1.02503
20720,1.01796
20730,1.01066
20740,1.00374
20750,0.997632
20760,0.99266
20770,0.989135
20780,0.987355
20790,0.987543
20800,0.9897
20810,0.993615
20820,0.99901
20830,1.00567
20840,1.01294
20850,1.01999
20860,1.02637
20870,1.03172
20880,1.03566
20890,1.03806
20900,1.03912
20910,1.03907
20920,1.03807
20930,1.03594
20940,1.03249
20950,1.02791
20960,1.02255
20970,1.01701
20980,1.01178
20990,1.00738
21000,1.00382
21010,1.00101
21020,0.999197
21030,0.998486
21040,0.998629
21050,0.999514
21060,1.00116
21070,1.0034
21080,1.00545
21090,1.00708
21100,1.00855
21110,1.00997
21120,1.01104
21130,1.01197
21140,1.01299
21150,1.01404
21160,1.01464
21170,1.01464
21180,1.01442
21190,1.01403
21200,1.01348
21210,1.01265
21220,1.01095
21230,1.00799
21240,1.00384
21250,0.998911
21260,0.993784
21270,0.98886
21280,0.984573
21290,0.981321
21300,0.97958
21310,0.979493
21320,0.98078
21330,0.982934
21340,0.985697
21350,0.988475
21360,0.99049
21370,0.991401
21380,0.99128
21390,0.989988
21400,0.987636
21410,0.984512
21420,0.980734
21430,0.976563
21440,0.972505
21450,0.969103
21460,0.966894
21470,0.966305
21480,0.967642
21490,0.971211
21500,0.977128
21510,0.985008
21520,0.994488
21530,1.00474
21540,1.01468
21550,1.02317
21560,1.02951
21570,1.03352
21580,1.03539
21590,1.03568
21600,1.0347
21610,1.03247
21620,1.02886
21630,1.02407
21640,1.01806
21650,1.01153
21660,1.00479
21670,0.998471
21680,0.993097
21690,0.989214
21700,0.986903
21710,0.986077
21720,0.986786
21730,0.988463
21740,0.990891
21750,0.993923
21760,0.997236
21770,1.00038
21780,1.00319
21790,1.00544
21800,1.00795
21810,1.01026
21820,1.01247
21830,1.01472
21840,1.01692
21850,1.01902
21860,1.02107
21870,1.0229
21880,1.02435
21890,1.02543
21900,1.02612
21910,1.02628
21920,1.02595
21930,1.02531
21940,1.02509
21950,1.02578
21960,1.02753
21970,1.03042
21980,1.03433
21990,1.03905
22000,1.04438
22010,1.04988
22020,1.05531
22030,1.06064
22040,1.06563
22050,1.07026
22060,1.07445
22070,1.07814
22080,1.08145
22090,1.08437
22100,1.08624
22110,1.08664
22120,1.08539
22130,1.08269
22140,1.07858
22150,1.07327
22160,1.06698
22170,1.06036
22180,1.05403
22190,1.04863
22200,1.04475
22210,1.04237
22220,1.04133
22230,1.04117
22240,1.04132
22250,1.04124
22260,1.04101
22270,1.04136
22280,1.04264
22290,1.04452
22300,1.04684
22310,1.04966
22320,1.05264
22330,1.05554
22340,1.05813
22350,1.05976
22360,1.06032
22370,1.05961
22380,1.05734
22390,1.05353
22400,1.0485
22410,1.04261
22420,1.03613
22430,1.02926
22440,1.02231
22450,1.01574
22460,1.00986
22470,1.00478
22480,1.00058
22490,0.997198
22500,0.994531
22510,0.992658
22520,0.991723
22530,0.991884
22540,0.993223
22550,0.995748
22560,0.999386
22570,1.00383
22580,1.00804
22590,1.01101
22600,1.01262
22610,1.01314
22620,1.01299
22630,1.0125
22640,1.01197
22650,1.0118
22660,1.01193
22670,1.01204
22680,1.01195
22690,1.01171
22700,1.01159
22710,1.01137
22720,1.01057
22730,1.00881
22740,1.00581
22750,1.00149
22760,0.995874
22770,0.989107
22780,0.981536
22790,0.973605
22800,0.965898
22810,0.95921
22820,0.954272
22830,0.951736
22840,0.952138
22850,0.955568
22860,0.961662
22870,0.969681
22880,0.979383
22890,0.99035
22900,1.00164
22910,1.01209
22920,1.02113
22930,1.02809
22940,1.0328
22950,1.03571
22960,1.03711
22970,1.03644
22980,1.03377
22990,1.02981
23000,1.02533
23010,1.0207
23020,1.01634
23030,1.0125
23040,1.00918
23050,1.00636
23060,1.00432
23070,1.00303
23080,1.00236
23090,1.00207
23100,1.002
23110,1.00166
23120,1.0005
23130,0.998408
23140,0.995476
23150,0.992029
23160,0.988731
23170,0.986275
23180,0.985464
23190,0.986833
23200,0.990592
23210,0.996689
23220,1.00493
23230,1.01497
23240,1.02617
23250,1.03762
23260,1.04831
23270,1.05716
23280,1.06334
23290,1.06653
23300,1.06659
23310,1.06375
23320,1.05864
23330,1.0516
23340,1.04305
23350,1.03425
23360,1.02661
23370,1.0208
23380,1.01666
23390,1.01376
23400,1.01198
23410,1.01098
23420,1.01035
23430,1.00981
23440,1.00921
23450,1.00859
23460,1.00793
23470,1.00726
23480,1.00715
23490,1.00814
23500,1.01073
23510,1.01489
23520,1.01998
23530,1.02514
23540,1.02953
23550,1.0327
23560,1.03431
23570,1.03425
23580,1.03259
23590,1.02935
23600,1.02495
23610,1.02002
23620,1.01501
23630,1.01051
23640,1.00664
23650,1.00386
23660,1.0024
23670,1.00276
23680,1.00493
23690,1.00833
23700,1.01233
23710,1.0165
23720,1.02033
23730,1.02338
23740,1.02523
23750,1.02556
23760,1.02418
23770,1.02088
23780,1.01596
23790,1.0101
23800,1.00402
23810,0.998138
23820,0.992842
23830,0.988306
23840,0.984599
23850,0.98185
23860,0.980066
23870,0.979121
23880,0.978723
23890,0.979068
23900,0.980339
23910,0.982733
23920,0.986396
23930,0.991451
23940,0.99782
23950,1.00509
23960,1.01263
23970,1.01989
23980,1.02644
23990,1.03167
24000,1.0349
24010,1.03614
24020,1.03599
24030,1.03413
24040,1.03088
24050,1.02671
24060,1.02212
24070,1.01743
24080,1.01239
24090,1.00709
24100,1.00194
24110,0.997388
24120,0.993594
24130,0.991055
24140,0.990052
24150,0.990526
24160,0.992661
24170,0.996123
24180,1.00006
24190,1.00383
24200,1.00691
24210,1.00909
24220,1.01049
24230,1.01166
24240,1.01331
24250,1.01595
24260,1.02013
24270,1.0259
24280,1.03269
24290,1.04037
24300,1.04888
24310,1.05794
24320,1.06726
24330,1.07652
24340,1.08543
24350,1.09339
24360,1.0996
24370,1.10287
24380,1.10185
24390,1.0962
24400,1.08646
24410,1.07399
24420,1.06072
24430,1.04793
24440,1.03674
24450,1.02862
24460,1.0243
24470,1.02424
24480,1.02856
24490,1.0363
24500,1.04609
24510,1.05694
24520,1.06781
24530,1.07781
24540,1.08627
24550,1.09276
24560,1.09712
24570,1.09947
24580,1.10009
24590,1.09876
24600,1.09522
24610,1.08902
24620,1.08036
24630,1.0697
24640,1.05779
24650,1.0454
24660,1.03316
24670,1.02159
24680,1.01126
24690,1.00239
24700,0.995001
24710,0.989432
24720,0.986133
24730,0.985207
24740,0.98602
24750,0.987879
24760,0.989915
24770,0.99268
24780,0.996063
24790,0.999884
24800,1.00432
24810,1.00922
24820,1.01384
24830,1.01764
24840,1.02031
24850,1.02206
24860,1.0228
24870,1.02189
24880,1.0189
24890,1.01401
24900,1.00778
24910,1.00104
24920,0.994724
24930,0.989685
24940,0.986235
24950,0.984184
24960,0.983365
24970,0.983348
24980,0.983394
24990,0.983402
25000,0.982792
25010,0.981395
25020,0.979407
25030,0.977304
25040,0.975469
25050,0.974338
25060,0.973953
25070,0.97428
25080,0.975183
25090,0.976607
25100,0.978111
25110,0.97917
25120,0.979402
25130,0.978784
25140,0.977383
25150,0.975285
25160,0.97258
25170,0.969229
25180,0.9649
25190,0.960062
25200,0.955009
25210,0.95007
25220,0.945659
25230,0.941931
25240,0.938523
25250,0.935473
25260,0.932989
25270,0.931443
25280,0.931243
25290,0.932311
25300,0.934555
25310,0.938176
25320,0.94353
25330,0.950734
25340,0.959481
25350,0.96905
25360,0.978947
25370,0.988639
25380,0.997591
25390,1.00565
25400,1.01252
25410,1.01771
25420,1.02088
25430,1.02154
25440,1.01966
25450,1.01513
25460,1.00814
25470,0.999133
25480,0.988488
25490,0.977327
25500,0.966857
25510,0.957954
25520,0.951495
25530,0.948208
25540,0.948431
25550,0.951796
25560,0.957413
25570,0.964499
25580,0.972548
25590,0.981161
25600,0.989963
25610,0.998848
25620,1.00762
25630,1.01592
25640,1.02331
25650,1.02942
25660,1.03404
25670,1.03706
25680,1.03857
25690,1.03871
25700,1.03725
25710,1.03423
25720,1.02981
25730,1.02445
25740,1.01859
25750,1.01256
25760,1.00687
25770,1.00206
25780,0.998551
25790,0.996586
25800,0.996
25810,0.996645
25820,0.99898
25830,1.0025
25840,1.00648
25850,1.00994
25860,1.01222
25870,1.01294
25880,1.0121
25890,1.0098
25900,1.00617
25910,1.00156
25920,0.996489
25930,0.991412
25940,0.986614
25950,0.982279
25960,0.978862
25970,0.976894
25980,0.976519
25990,0.977818
26000,0.980932
26010,0.98596
26020,0.992907
26030,1.00187
26040,1.01225
26050,1.02369
26060,1.03537
26070,1.04639
26080,1.05523
26090,1.06074
26100,1.062
26110,1.0593
26120,1.0537
26130,1.04604
26140,1.03709
26150,1.02798
26160,1.01932
26170,1.01169
26180,1.00582
26190,1.0023
26200,1.0013
26210,1.00255
26220,1.00515
26230,1.00809
26240,1.01065
26250,1.01262
26260,1.01407
26270,1.01485
26280,1.01499
26290,1.01463
26300,1.0141
26310,1.01392
26320,1.01465
26330,1.01651
26340,1.01952
26350,1.02297
26360,1.02675
26370,1.03093
26380,1.03523
26390,1.03931
26400,1.0428
26410,1.04535
26420,1.04686
26430,1.04748
26440,1.04731
26450,1.04663
26460,1.04536
26470,1.04362
26480,1.04161
26490,1.03908
26500,1.036
26510,1.03265
26520,1.02909
26530,1.02536
26540,1.02154
26550,1.01752
26560,1.01329
26570,1.00924
26580,1.00586
26590,1.00385
26600,1.00368
26610,1.00491
26620,1.00684
26630,1.00928
26640,1.01149
26650,1.01291
26660,1.01342
26670,1.01295
26680,1.01121
26690,1.00831
26700,1.00437
26710,0.999351
26720,0.993286
26730,0.98621
26740,0.97829
26750,0.969641
26760,0.960538
26770,0.951172
26780,0.942074
26790,0.933536
26800,0.926068
26810,0.920432
26820,0.917504
26830,0.917867
26840,0.921596
26850,0.928322
26860,0.937923
26870,0.949812
26880,0.963321
26890,0.977637
26900,0.991816
26910,1.00466
26920,1.01482
26930,1.02143
26940,1.02393
26950,1.02286
26960,1.01921
26970,1.01407
26980,1.00857
26990,1.00365
27000,1.0003
27010,0.99919
27020,1.00005
27030,1.00186
27040,1.00415
27050,1.00657
27060,1.00881
27070,1.01048
27080,1.01117
27090,1.01105
27100,1.01089
27110,1.01113
27120,1.01142
27130,1.01168
27140,1.01212
27150,1.01287
27160,1.0138
27170,1.01466
27180,1.01551
27190,1.01578
27200,1.015
27210,1.01309
27220,1.01016
27230,1.00619
27240,1.00124
27250,0.995611
27260,0.989809
27270,0.984335
27280,0.97949
27290,0.975565
27300,0.972611
27310,0.970413
27320,0.968812
27330,0.968219
27340,0.968766
27350,0.970885
27360,0.974914
27370,0.980389
27380,0.986942
27390,0.994368
27400,1.0023
27410,1.01025
27420,1.01795
27430,1.02518
27440,1.03161
27450,1.03668
27460,1.03923
27470,1.03899
27480,1.03658
27490,1.03249
27500,1.02693
27510,1.02028
27520,1.0129
27530,1.0053
27540,0.997729
27550,0.990705
27560,0.984324
27570,0.978727
27580,0.973849
27590,0.970579
27600,0.969665
27610,0.971243
27620,0.974841
27630,0.97994
27640,0.986092
27650,0.992002
27660,0.996004
27670,0.997335
27680,0.996036
27690,0.992406
27700,0.986925
27710,0.980122
27720,0.97247
27730,0.964404
27740,0.956784
27750,0.950241
27760,0.944898
27770,0.940605
27780,0.93721
27790,0.934595
27800,0.932591
27810,0.931319
27820,0.930885
27830,0.931079
27840,0.931644
27850,0.932653
27860,0.933962
27870,0.935468
27880,0.937234
27890,0.939273
27900,0.941304
27910,0.942744
27920,0.94323
27930,0.942582
27940,0.941059
27950,0.938402
27960,0.934774
27970,0.930681
27980,0.926606
27990,0.922828
28000,0.919369
28010,0.916409
28020,0.914267
28030,0.912984
28040,0.912837
28050,0.913625
28060,0.91525
28070,0.917371
28080,0.919569
28090,0.921456
28100,0.922597
28110,0.922996
28120,0.922881
28130,0.922672
28140,0.922968
28150,0.923906
28160,0.925274
28170,0.926789
28180,0.928353
28190,0.930269
28200,0.932825
28210,0.935571
28220,0.938013
28230,0.939806
28240,0.940993
28250,0.941983
28260,0.942897
28270,0.944201
28280,0.946264
28290,0.949221
28300,0.952983
28310,0.957511
28320,0.962622
28330,0.968392
28340,0.974705
28350,0.981449
28360,0.988142
28370,0.993929
28380,0.998129
28390,1.00057
28400,1.0014
28410,1.00107
28420,1.00017
28430,0.99898
28440,0.997217
28450,0.995125
28460,0.992983
28470,0.990997
28480,0.989433
28490,0.988379
28500,0.987757
28510,0.987388
28520,0.987128
28530,0.986858
28540,0.986104
28550,0.98493
28560,0.983523
28570,0.982042
28580,0.980723
28590,0.979953
28600,0.980153
28610,0.981617
28620,0.983925
28630,0.986871
28640,0.989719
28650,0.992799
28660,0.995366
28670,0.997133
28680,0.997986
28690,0.998179
28700,0.998014
28710,0.997457
28720,0.996552
28730,0.995376
28740,0.994239
28750,0.993452
28760,0.993468
28770,0.994433
28780,0.996399
28790,0.999396
28800,1.00327
28810,1.00797
28820,1.01306
28830,1.01789
28840,1.0217
28850,1.02443
28860,1.02634
28870,1.02747
28880,1.02798
28890,1.02809
28900,1.02783
28910,1.02694
28920,1.02501
28930,1.02221
28940,1.01878
28950,1.01523
28960,1.01247
28970,1.01093
28980,1.01087
28990,1.01206
29000,1.01385
29010,1.01623
29020,1.01927
29030,1.02263
29040,1.02623
29050,1.0299
29060,1.03321
29070,1.03548
29080,1.03627
29090,1.03555
29100,1.03359
29110,1.03076
29120,1.02728
29130,1.02351
29140,1.01975
29150,1.01619
29160,1.01339
29170,1.01187
29180,1.01187
29190,1.01324
29200,1.01551
29210,1.01851
29220,1.02224
29230,1.02588
29240,1.02893
29250,1.03096
29260,1.03167
29270,1.03077
29280,1.02794
29290,1.02317
29300,1.01672
29310,1.00873
29320,0.999635
29330,0.990003
29340,0.980827
29350,0.973013
29360,0.96709
29370,0.96333
29380,0.961729
29390,0.962142
29400,0.964341
29410,0.968413
29420,0.974435
29430,0.98235
29440,0.991449
29450,1.00098
29460,1.01002
29470,1.01719
29480,1.0218
29490,1.02378
29500,1.02341
29510,1.02117
29520,1.01752
29530,1.01236
29540,1.00577
29550,0.997697
29560,0.988217
29570,0.97785
29580,0.967424
29590,0.957926
29600,0.950048
29610,0.944211
29620,0.940593
29630,0.938884
29640,0.938788
29650,0.940086
29660,0.942795
29670,0.946991
29680,0.952457
29690,0.958616
29700,0.965321
29710,0.972236
29720,0.97891
29730,0.984956
29740,0.990238
29750,0.994879
29760,0.998079
29770,0.999644
29780,0.999969
29790,0.999025
29800,0.996614
29810,0.993203
29820,0.989222
29830,0.985256
29840,0.981755
29850,0.979104
29860,0.976957
29870,0.974973
29880,0.972953
29890,0.970985
29900,0.969029
29910,0.966837
29920,0.964305
29930,0.961651
29940,0.958783
29950,0.955505
29960,0.951739
29970,0.947453
29980,0.942897
29990,0.93852
30000,0.934848
30010,0.932065
30020,0.930708
30030,0.931568
30040,0.93429
30050,0.938057
30060,0.941775
30070,0.945632
30080,0.949058
30090,0.95194
30100,0.953799
30110,0.95419
30120,0.952915
30130,0.949998
30140,0.945561
30150,0.93938
30160,0.93203
30170,0.923963
30180,0.915711
30190,0.907664
30200,0.900167
30210,0.893729
30220,0.888587
30230,0.884752
30240,0.882082
30250,0.88063
30260,0.880686
30270,0.881735
30280,0.883527
30290,0.88581
30300,0.888269
30310,0.890812
30320,0.893306
30330,0.895817
30340,0.898374
30350,0.900965
30360,0.903583
30370,0.906723
30380,0.910432
30390,0.914373
30400,0.918229
30410,0.921814
30420,0.925236
30430,0.928626
30440,0.931966
30450,0.93553
30460,0.939573
30470,0.943973
30480,0.948072
30490,0.95171
30500,0.954673
30510,0.956645
30520,0.957034
30530,0.956143
30540,0.954856
30550,0.953876
30560,0.953291
30570,0.953186
30580,0.954009
30590,0.956201
30600,0.959054
30610,0.962484
30620,0.965977
30630,0.968639
30640,0.97033
30650,0.970952
30660,0.970406
30670,0.96857
30680,0.965516
30690,0.961382
30700,0.956321
30710,0.950495
30720,0.944427
30730,0.938799
30740,0.934221
30750,0.931315
30760,0.930314
30770,0.93122
30780,0.933682
30790,0.937091
30800,0.941167
30810,0.945397
30820,0.949405
30830,0.953046
30840,0.956097
30850,0.958583
30860,0.960557
30870,0.961881
30880,0.962358
30890,0.961672
30900,0.959655
30910,0.956432
30920,0.952269
30930,0.947575
30940,0.942738
30950,0.938298
30960,0.935048
30970,0.933737
30980,0.934693
30990,0.937884
31000,0.942973
31010,0.949088
31020,0.955906
31030,0.963045
31040,0.969992
31050,0.976201
31060,0.980587
31070,0.983065
31080,0.983627
31090,0.982208
31100,0.978367
31110,0.972012
31120,0.96318
31130,0.952333
31140,0.940161
31150,0.927494
31160,0.915069
31170,0.903735
31180,0.894387
31190,0.887687
31200,0.883645
31210,0.882333
31220,0.883962
31230,0.888754
31240,0.895791
31250,0.904278
31260,0.913819
31270,0.923946
31280,0.93415
31290,0.943598
31300,0.951665
31310,0.958415
31320,0.964025
31330,0.968504
31340,0.971593
31350,0.973225
31360,0.973441
31370,0.972121
31380,0.969316
31390,0.964984
31400,0.959603
31410,0.95366
31420,0.94835
31430,0.943254
31440,0.939609
31450,0.937494
31460,0.936802
31470,0.937214
31480,0.938718
31490,0.941412
31500,0.945228
31510,0.949732
31520,0.954391
31530,0.958808
31540,0.96246
31550,0.964922
31560,0.966099
31570,0.965943
31580,0.964407
31590,0.961486
31600,0.957375
31610,0.952847
31620,0.948717
31630,0.945149
31640,0.942168
31650,0.939753
31660,0.938046
31670,0.937404
31680,0.938096
31690,0.939934
31700,0.942593
31710,0.945851
31720,0.949628
31730,0.953882
31740,0.958149
31750,0.962056
31760,0.965049
31770,0.966689
31780,0.966999
31790,0.965858
31800,0.962061
31810,0.955694
31820,0.947377
31830,0.937541
31840,0.927017
31850,0.916725
31860,0.907316
31870,0.899601
31880,0.894043
31890,0.890849
31900,0.890324
31910,0.892878
31920,0.898717
31930,0.907419
31940,0.918354
31950,0.93078
31960,0.943592
31970,0.955819
31980,0.96658
31990,0.975954
32000,0.984083
32010,0.991099
32020,0.996618
32030,1.00041
32040,1.00296
32050,1.0049
32060,1.00634
32070,1.00764
32080,1.00864
32090,1.00888
32100,1.00826
32110,1.00728
32120,1.00608
32130,1.00466
32140,1.00311
32150,1.00151
32160,0.999761
32170,0.997993
32180,0.996777
32190,0.996349
32200,0.996729
32210,0.997504
32220,0.998102
32230,0.99876
32240,0.999856
32250,1.00172
32260,1.00478
32270,1.00929
32280,1.01504
32290,1.02115
32300,1.02669
32310,1.03094
32320,1.03357
32330,1.03425
32340,1.03258
32350,1.02898
32360,1.02411
32370,1.01831
32380,1.0119
32390,1.00471
32400,0.997274
32410,0.99031
32420,0.984103
32430,0.978568
32440,0.973937
32450,0.970125
32460,0.966782
32470,0.963374
32480,0.960174
32490,0.957807
32500,0.956771
32510,0.957119
32520,0.9588
32530,0.961862
32540,0.96627
32550,0.971807
32560,0.97808
32570,0.984841
32580,0.991606
32590,0.997411
32600,1.00148
32610,1.00388
32620,1.00482
32630,1.00449
32640,1.00336
32650,1.00196
32660,1.00023
32670,0.997627
32680,0.993726
32690,0.988028
32700,0.98058
32710,0.971934
32720,0.962773
32730,0.953829
32740,0.945271
32750,0.937447
32760,0.930977
32770,0.92617
32780,0.923284
32790,0.922388
32800,0.923251
32810,0.925517
32820,0.928671
32830,0.932306
32840,0.936418
32850,0.940986
32860,0.946419
32870,0.953122
32880,0.961263
32890,0.970659
32900,0.98028
32910,0.989048
32920,0.996114
32930,1.00095
32940,1.00236
32950,0.99972
32960,0.993415
32970,0.984727
32980,0.974491
32990,0.964037
33000,0.954244
33010,0.945626
33020,0.938113
33030,0.931874
33040,0.927157
33050,0.924393
33060,0.923782
33070,0.924802
33080,0.927482
33090,0.931646
33100,0.937303
33110,0.944252
33120,0.951898
33130,0.959246
33140,0.965348
33150,0.969559
33160,0.971378
33170,0.970527
33180,0.967093
33190,0.961641
33200,0.954706
33210,0.946887
33220,0.938805
33230,0.93086
33240,0.923328
33250,0.916327
33260,0.909922
33270,0.903761
33280,0.897299
33290,0.890499
33300,0.883732
33310,0.877437
33320,0.871975
33330,0.867943
33340,0.865942
33350,0.866043
33360,0.868065
33370,0.871911
33380,0.877519
33390,0.884394
33400,0.891774
33410,0.898841
33420,0.904934
33430,0.909345
33440,0.91195
33450,0.912586
33460,0.911359
33470,0.908701
33480,0.905281
33490,0.901609
33500,0.897752
33510,0.893821
33520,0.8898
33530,0.885836
33540,0.882083
33550,0.878721
33560,0.875979
33570,0.873956
33580,0.872855
33590,0.872803
33600,0.873717
33610,0.875393
33620,0.877762
33630,0.880458
33640,0.883796
33650,0.88731
33660,0.890873
33670,0.894264
33680,0.897088
33690,0.898997
33700,0.899804
33710,0.899153
33720,0.89645
33730,0.891271
33740,0.883857
33750,0.874744
33760,0.864377
33770,0.853504
33780,0.842992
33790,0.833266
33800,0.824548
33810,0.817236
33820,0.811833
33830,0.808802
33840,0.808368
33850,0.810551
33860,0.815174
33870,0.821857
33880,0.830119
33890,0.839697
33900,0.849749
33910,0.859309
33920,0.86748
33930,0.873082
33940,0.876223
33950,0.877002
33960,0.875655
33970,0.87264
33980,0.868321
33990,0.862975
34000,0.856362
34010,0.84857
34020,0.840051
34030,0.831339
34040,0.822954
34050,0.815464
34060,0.809356
34070,0.80503
34080,0.80278
34090,0.802403
34100,0.803578
34110,0.806035
34120,0.809438
34130,0.813552
34140,0.818411
34150,0.823943
34160,0.829494
34170,0.834093
34180,0.837379
34190,0.839045
34200,0.838886
34210,0.836675
34220,0.83243
34230,0.82637
34240,0.81904
34250,0.81098
34260,0.80262
34270,0.794444
34280,0.78714
34290,0.781327
34300,0.777341
34310,0.775394
34320,0.775639
34330,0.777952
34340,0.782041
34350,0.787366
34360,0.793158
34370,0.798895
34380,0.804233
34390,0.808924
34400,0.812928
34410,0.816318
34420,0.819329
34430,0.822285
34440,0.82529
34450,0.827978
34460,0.829999
34470,0.831356
34480,0.831975
34490,0.831612
34500,0.830073
34510,0.827265
34520,0.823605
34530,0.819367
34540,0.814554
34550,0.808899
34560,0.802743
34570,0.796679
34580,0.791149
34590,0.786541
34600,0.783029
34610,0.780721
34620,0.779388
34630,0.778712
34640,0.778328
34650,0.778151
34660,0.777925
34670,0.777735
34680,0.777865
34690,0.778299
34700,0.778623
34710,0.778707
34720,0.778421
34730,0.777819
34740,0.777105
34750,0.776532
34760,0.775513
34770,0.77365
34780,0.77099
34790,0.767704
34800,0.763889
34810,0.759708
34820,0.755519
34830,0.751885
34840,0.749284
34850,0.748239
34860,0.74902
34870,0.751873
34880,0.756943
34890,0.763995
34900,0.772203
34910,0.780859
34920,0.789018
34930,0.795633
34940,0.800281
34950,0.80298
34960,0.803437
34970,0.800975
34980,0.795852
